,0,1,2
0,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'OAM Y ASOCIADOS CONTADORES', 'UBICACIÓN', 'Tipo de vialidad', 'Calle', 'Nombre de la vialidad', 'CLAVERIA', 'Número Exterior', '115', 'Edificio. Piso o Nivel', '1', 'Número Interior', '-', 'Número de Local', '-', 'Código Postal', '02080', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'CLAVERIA', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Calle', 'Nombre 1', 'NUBIA', 'Tipo 2', 'Calle', 'Nombre 2', 'PALESTINA', 'VIALIDAD POSTERIOR', 'Tipo', 'Calle', 'Nombre', 'ALEJANDRIA', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Azcapotzalco', 'Localidad', 'AZCAPOTZALCO', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '5555354289', 'Extensión', '-', 'E-mail', 'MIGUEL.RAMIREZ@OAMYASOCIADOS.COM', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'Producto o Servicio Principal (1)', 'SERVICIO DE ALOJAMIENTO', 'Porcentaje', '40%', 'Producto o Servicio Principal (2)', 'SERVICIO DE INTERNET', 'Porcentaje', '40%', 'Producto o Servicio Principal (3)', 'SERVICIO DE CAJA FUERTE', 'Porcentaje', '20%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen']"
1,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'ESTACIONAMIENTO JENA', 'UBICACIÓN', 'Tipo de vialidad', 'Calle', 'Nombre de la vialidad', 'IGNACIO MARISCAL', 'Número Exterior', '45', 'Edificio. Piso o Nivel', '-', 'Número Interior', '405', 'Número de Local', '-', 'Código Postal', '06030', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'TABACALERA', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Calle', 'Nombre 1', 'RAMOS ARIZPE', 'Tipo 2', 'Calle', 'Nombre 2', 'ALCAZAR', 'VIALIDAD POSTERIOR', 'Tipo', 'Calle', 'Nombre', 'TOMAS ALVA EDISON', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Cuauhtémoc', 'Localidad', 'CUAUHTÉMOC', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '5555354289', 'Extensión', '-', 'E-mail', 'MIGUEL.RAMIREZ@OAMYASOCIADOS.COM', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'Producto o Servicio Principal (1)', 'SERVICIO DE ALOJAMIENTO', 'Porcentaje', '40%', 'Producto o Servicio Principal (2)', 'SERVICIO DE RESTAURANTE', 'Porcentaje', '40%', 'Producto o Servicio Principal (3)', 'SERVICIO DE LAVANDERIA', 'Porcentaje', '20%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen']"
2,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'BASAMPE', 'UBICACIÓN', 'Tipo de vialidad', 'Calle', 'Nombre de la vialidad', 'IGNACIO MARISCAL', 'Número Exterior', '45', 'Edificio. Piso o Nivel', '-', 'Número Interior', '405', 'Número de Local', '-', 'Código Postal', '06030', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'TABACALERA', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Calle', 'Nombre 1', 'RAMOS ARIZPE', 'Tipo 2', 'Calle', 'Nombre 2', 'ALCAZAR', 'VIALIDAD POSTERIOR', 'Tipo', 'Calle', 'Nombre', 'TOMAS ALVA EDISON', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Cuauhtémoc', 'Localidad', 'CUAUHTÉMOC', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '5555354289', 'Extensión', '-', 'E-mail', 'MIGUEL.RAMIREZ@OAMYASOCIADOS.COM', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'Producto o Servicio Principal (1)', 'SERVICIO DE ALOJAMIENTO', 'Porcentaje', '40%', 'Producto o Servicio Principal (2)', 'SERVICIO DE RESTAURANTE', 'Porcentaje', '40%', 'Producto o Servicio Principal (3)', 'SERVICIO DE INTERNET', 'Porcentaje', '20%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen']"
3,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'DESARROLLOS INMOBILIARIOS BMU', 'UBICACIÓN', 'Tipo de vialidad', 'Calle', 'Nombre de la vialidad', 'TOCHTLI', 'Número Exterior', '301', 'Edificio. Piso o Nivel', '-', 'Número Interior', '-', 'Número de Local', '-', 'Código Postal', '02760', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'INDUSTRIAL SAN ANTONIO', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Calle', 'Nombre 1', 'CENTEOTL', 'Tipo 2', 'Calle', 'Nombre 2', 'SANTO DOMINGO', 'VIALIDAD POSTERIOR', 'Tipo', 'Calle', 'Nombre', 'TEZOZOMOC', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Azcapotzalco', 'Localidad', 'AZCAPOTZALCO', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '5555354289', 'Extensión', '-', 'E-mail', 'MIGUEL.RAMIREZ@OAMYASOCIADOS.COM', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'Producto o Servicio Principal (1)', 'SERVICIO DE ALOJAMIENTO', 'Porcentaje', '40%', 'Producto o Servicio Principal (2)', 'SERVICIO DE RESTAURANTE', 'Porcentaje', '40%', 'Producto o Servicio Principal (3)', 'SERVICIO DE LAVANDERIA', 'Porcentaje', '20%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen']"
4,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'HOTEL & SUITES FERRI', 'UBICACIÓN', 'Tipo de vialidad', 'Calle', 'Nombre de la vialidad', 'SARA', 'Número Exterior', '4605', 'Edificio. Piso o Nivel', '-', 'Número Interior', '-', 'Número de Local', '-', 'Código Postal', '07840', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'GUADALUPE TEPEYAC', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Calle', 'Nombre 1', 'HENRY FORD', 'Tipo 2', 'Eje vial', 'Nombre 2', '3 NORTE (NOÉ)', 'VIALIDAD POSTERIOR', 'Tipo', 'Calle', 'Nombre', 'NINGUNO', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Gustavo A. Madero', 'Localidad', 'Gustavo A. Madero', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '57594833', 'Extensión', '-', 'E-mail', 'facturas@hotelferri.co.mx', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas', 'EXPORTACIÓN E IMPORTACIÓN', '¿Exporta?', 'No', 'Paises', '¿Importa?', 'No', 'Paises']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'HOTELES CON OTROS SERVICIOS INTEGRADOS', 'Producto o Servicio Principal (1)', 'HABITACIONES', 'Porcentaje', '100%', 'Producto o Servicio Principal (2)', '-', 'Porcentaje', '-%', 'Producto o Servicio Principal (3)', '-', 'Porcentaje', '-%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'HABITACIONES', 'Nacional', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen', 'HABITACIONES', 'Nacional', 'INFORMACIÓN COMERCIAL', 'Facebook', '-', 'Twitter', '-', 'Grupo Empresarial', 'Cámara y/o Asociación', 'Clúster', 'Cadena Productiva', '¿Cuenta con Distintivo?', 'No', ""¿Cúal'"", '-']"
5,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'HOTEL CATEDRAL', 'UBICACIÓN', 'Tipo de vialidad', 'Andador', 'Nombre de la vialidad', 'DONCELES', 'Número Exterior', '95', 'Edificio. Piso o Nivel', '-', 'Número Interior', '-', 'Número de Local', '-', 'Código Postal', '06010', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'CENTRO', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Calle', 'Nombre 1', 'REPUBLICA DE BRASIL', 'Tipo 2', 'Calle', 'Nombre 2', 'CARMEN', 'VIALIDAD POSTERIOR', 'Tipo', 'Calle', 'Nombre', 'LUIS GONZALEZ', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Cuauhtémoc', 'Localidad', 'CUAUHTÉMOC', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '5555185232', 'Extensión', '-', 'E-mail', 'C.PJULIO@HOTMAIL.COM', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'Producto o Servicio Principal (1)', 'HOSPEDAJE', 'Porcentaje', '100%', 'Producto o Servicio Principal (2)', '-', 'Porcentaje', '-%', 'Producto o Servicio Principal (3)', '-', 'Porcentaje', '-%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen']"
6,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'HOTEL GILLOW', 'UBICACIÓN', 'Tipo de vialidad', 'Calle', 'Nombre de la vialidad', 'ISABEL LA CATOLICA', 'Número Exterior', '17', 'Edificio. Piso o Nivel', '-', 'Número Interior', '-', 'Número de Local', '-', 'Código Postal', '06010', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'CENTRO', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Calle', 'Nombre 1', 'MADERO', 'Tipo 2', 'Calle', 'Nombre 2', '5 DE MAYO', 'VIALIDAD POSTERIOR', 'Tipo', 'Calle', 'Nombre', 'MOTOLINIA', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Cuauhtémoc', 'Localidad', 'CUAUHTÉMOC', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '5555185232', 'Extensión', '-', 'E-mail', 'C.PJULIO@HOTMAIL.COM', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'Producto o Servicio Principal (1)', 'HOSPEDAJE', 'Porcentaje', '80%', 'Producto o Servicio Principal (2)', 'RENTA DE SALONES PARA EVENTOS', 'Porcentaje', '10%', 'Producto o Servicio Principal (3)', 'RESTAURANTE', 'Porcentaje', '10%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen']"
7,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'MABASA', 'UBICACIÓN', 'Tipo de vialidad', 'Calle', 'Nombre de la vialidad', 'AMBERES', 'Número Exterior', '78', 'Edificio. Piso o Nivel', '-', 'Número Interior', '.', 'Número de Local', '-', 'Código Postal', '06600', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'JUAREZ', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Avenida', 'Nombre 1', 'HAMBURGO', 'Tipo 2', 'Calle', 'Nombre 2', 'LIVERPOOL', 'VIALIDAD POSTERIOR', 'Tipo', 'Calle', 'Nombre', 'NIZA', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Cuauhtémoc', 'Localidad', 'CUAUHTÉMOC', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '5555354289', 'Extensión', '-', 'E-mail', 'MIGUEL.RAMIREZ@OAMYASOCIADOS.COM', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'Producto o Servicio Principal (1)', 'HOSPEDAJE', 'Porcentaje', '50%', 'Producto o Servicio Principal (2)', 'ALIMENTOS', 'Porcentaje', '50%', 'Producto o Servicio Principal (3)', '-', 'Porcentaje', '-%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen']"
8,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'VARHAM', 'UBICACIÓN', 'Tipo de vialidad', 'Calle', 'Nombre de la vialidad', 'HAMBURGO', 'Número Exterior', '195', 'Edificio. Piso o Nivel', '-', 'Número Interior', '-', 'Número de Local', '-', 'Código Postal', '06600', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'JUAREZ', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Calle', 'Nombre 1', 'LANCASTER', 'Tipo 2', 'Calle', 'Nombre 2', 'VARSOVIA', 'VIALIDAD POSTERIOR', 'Tipo', 'Calle', 'Nombre', 'REFORMA', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Cuauhtémoc', 'Localidad', 'CUAUHTÉMOC', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '555230171752', 'Extensión', '-', 'E-mail', 'ANGEL.RAMIREZ@BRISAS.CPM.MX', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'Producto o Servicio Principal (1)', 'HOTEL', 'Porcentaje', '100%', 'Producto o Servicio Principal (2)', '-', 'Porcentaje', '-%', 'Producto o Servicio Principal (3)', '-', 'Porcentaje', '-%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen']"
9,"['NOMBRE O DENOMINACIÓN SOCIAL', 'Nombre Comercial', 'OMC GOURMET', 'UBICACIÓN', 'Tipo de vialidad', 'Calle', 'Nombre de la vialidad', 'GUERRERO', 'Número Exterior', '90', 'Edificio. Piso o Nivel', '-', 'Número Interior', '-', 'Número de Local', '-', 'Código Postal', '06300', 'ASENTAMIENTO HUMANO', 'Tipo', 'Colonia', 'Nombre', 'GUERRERO', 'CENTRO COMERCIAL, PARQUE INDUSTRIAL U OTRO', 'Tipo', '-', 'Nombre', '-', 'ENTREVIALIDADES', 'Tipo 1', 'Calle', 'Nombre 1', 'PEDRO MORENO', 'Tipo 2', 'Calle', 'Nombre 2', 'VIOLETA', 'VIALIDAD POSTERIOR', 'Tipo', 'Avenida', 'Nombre', 'ZARAGOZA', 'UBICACIÓN TERRITORIAL', 'Descripción de ubicación', '-', 'Entidad Federativa', 'Ciudad de México', 'Delegación o Municipio', 'Cuauhtémoc', 'Localidad', 'CUAUHTÉMOC', 'DATOS DE CONTACTO DEL ESTABLECIMIENTO PARA NEGOCIOS', 'Teléfono', '555703027555', 'Extensión', '-', 'E-mail', 'C.PJULIO@HOTMAIL.COM', 'Otro', '-', 'Sitio Web', '-']","['PERFIL', 'Tipo de Empresa', 'Única', 'Tipo de Instalaciones', 'Fijas']","['ACTIVIDADES, PRODUCTOS Y SERVICIOS', 'Actividad principal del establecimiento según los ingresos obtenidos', 'Producto o Servicio Principal (1)', 'SERVICIO DE HOSPEDAJE', 'Porcentaje', '100%', 'Producto o Servicio Principal (2)', '-', 'Porcentaje', '-%', 'Producto o Servicio Principal (3)', '-', 'Porcentaje', '-%', 'Actividad (Código)', '721111 - Hoteles con otros servicios integrados', 'OFERTA Y DEMANDA', 'PRINCIPALES PRODUCTOS O SERVICIOS QUE OFRECE', 'Producto o Servicio', 'Destino', 'PRINCIPALES INSUMOS QUE DEMANDA', 'Insumo', 'Origen']"
