Summoner Name,W/L,Date,Duration (min),K,D,A,KDA,CS
WeIinton Quiw,Victory,2019-10-13,30,2,5,24,5.2,68
WeIinton Quiw,Defeat,2019-10-13,15,3,3,2,1.67,89
WeIinton Quiw,Defeat,2019-10-05,29,4,7,6,1.43,181
WeIinton Quiw,Victory,2019-09-07,22,5,4,6,2.75,112
WeIinton Quiw,Defeat,2019-08-16,31,3,6,5,1.33,217
WeIinton Quiw,Victory,2019-07-21,24,7,0,10,17.0,201
WeIinton Quiw,Victory,2019-07-21,24,3,4,6,2.25,143
WeIinton Quiw,Victory,2019-07-21,27,8,4,4,3.0,166
WeIinton Quiw,Victory,2019-07-21,31,5,9,4,1.0,181
WeIinton Quiw,Victory,2019-07-21,22,6,4,1,1.75,125
WeIinton Quiw,Defeat,2019-07-19,15,0,2,1,0.5,95
WeIinton Quiw,Defeat,2019-07-19,15,4,4,4,2.0,73
WeIinton Quiw,Victory,2019-07-19,33,5,10,13,1.8,199
WeIinton Quiw,Victory,2019-07-19,42,9,11,19,2.55,235
WeIinton Quiw,Victory,2019-07-19,19,7,2,7,7.0,164
WeIinton Quiw,Defeat,2019-07-19,23,5,4,3,2.0,122
WeIinton Quiw,Victory,2019-07-19,28,5,3,5,3.33,188
WeIinton Quiw,Victory,2019-07-19,28,9,3,12,7.0,180
WeIinton Quiw,Defeat,2019-07-19,30,7,10,6,1.3,204
WeIinton Quiw,Victory,2019-07-18,31,4,8,14,2.25,183
WeIinton Quiw,Victory,2019-07-18,25,12,3,4,5.33,138
WeIinton Quiw,Victory,2019-07-18,24,4,3,7,3.67,188
WeIinton Quiw,Victory,2019-07-18,28,3,3,22,8.33,60
WeIinton Quiw,Defeat,2019-07-18,21,9,6,3,2.0,120
WeIinton Quiw,Victory,2019-07-17,24,10,4,6,4.0,158
WeIinton Quiw,Defeat,2019-07-17,20,6,4,8,3.5,124
WeIinton Quiw,Victory,2019-07-17,27,5,3,10,5.0,149
WeIinton Quiw,Victory,2019-07-17,24,16,3,3,6.33,163
WeIinton Quiw,Victory,2019-07-13,27,12,6,10,3.67,144
WeIinton Quiw,Defeat,2019-07-13,44,11,10,12,2.3,270
WeIinton Quiw,Defeat,2019-07-13,23,3,2,4,3.5,157
WeIinton Quiw,Victory,2019-07-13,29,12,3,20,10.67,251
WeIinton Quiw,Victory,2019-07-13,35,11,9,11,2.44,231
WeIinton Quiw,Victory,2019-07-12,26,6,5,8,2.8,158
WeIinton Quiw,Victory,2019-07-12,30,6,3,18,8.0,191
WeIinton Quiw,Victory,2019-07-12,24,5,1,10,15.0,163
WeIinton Quiw,Victory,2019-07-12,20,4,4,3,1.75,118
WeIinton Quiw,Victory,2019-07-12,30,6,8,22,3.5,130
WeIinton Quiw,Defeat,2019-07-12,20,3,4,4,1.75,136
